Date,Year,Month,Country,State,Region,Confirmed_Cases,Malaria_Deaths,Malaria_Incidence_per_1000,Season(Dry/Rainy),Mortality Rate(%),Quarter
Mar-2006,2006,March,Nigeria,Kano,North West,395496,1713,38.69,Dry,0.43,1
Mar-2006,2006,March,Nigeria,Kaduna,North West,228252,924,37.51,Dry,0.40,1
Mar-2006,2006,March,Nigeria,Borno,North East,108241,476,26.29,Dry,0.44,1
Mar-2006,2006,March,Nigeria,Kwara,North Central,17029,74,7.12,Dry,0.43,1
Mar-2006,2006,March,Nigeria,Lagos,South West,195049,551,19.14,Dry,0.28,1
Mar-2006,2006,March,Nigeria,Ogun,South West,77321,278,17.99,Dry,0.36,1
Mar-2006,2006,March,Nigeria,Rivers,South South,110767,462,21.99,Dry,0.42,1
Mar-2006,2006,March,Nigeria,Enugu,South East,66832,240,21.15,Dry,0.36,1
Apr-2006,2006,April,Nigeria,Kano,North West,326240,1434,31.91,Rainy,0.44,2
Apr-2006,2006,April,Nigeria,Kaduna,North West,202535,888,33.29,Rainy,0.44,2
Apr-2006,2006,April,Nigeria,Borno,North East,101541,593,24.66,Rainy,0.58,2
Apr-2006,2006,April,Nigeria,Kwara,North Central,16265,69,6.8,Rainy,0.42,2
Apr-2006,2006,April,Nigeria,Lagos,South West,181581,377,17.82,Rainy,0.21,2
Apr-2006,2006,April,Nigeria,Ogun,South West,73937,272,17.21,Rainy,0.37,2
Apr-2006,2006,April,Nigeria,Rivers,South South,97375,378,19.33,Rainy,0.39,2
Apr-2006,2006,April,Nigeria,Enugu,South East,67157,224,21.26,Rainy,0.33,2
May-2006,2006,May,Nigeria,Kano,North West,389693,1434,38.12,Rainy,0.37,2
May-2006,2006,May,Nigeria,Kaduna,North West,213716,859,35.13,Rainy,0.40,2
May-2006,2006,May,Nigeria,Borno,North East,99236,488,24.1,Rainy,0.49,2
May-2006,2006,May,Nigeria,Kwara,North Central,16615,55,6.95,Rainy,0.33,2
May-2006,2006,May,Nigeria,Lagos,South West,189724,423,18.62,Rainy,0.22,2
May-2006,2006,May,Nigeria,Ogun,South West,82596,249,19.22,Rainy,0.30,2
May-2006,2006,May,Nigeria,Rivers,South South,91649,349,18.2,Rainy,0.38,2
May-2006,2006,May,Nigeria,Enugu,South East,69649,200,22.05,Rainy,0.29,2
Jun-2006,2006,June,Nigeria,Kano,North West,441378,2126,43.18,Rainy,0.48,2
Jun-2006,2006,June,Nigeria,Kaduna,North West,241665,1057,39.72,Rainy,0.44,2
Jun-2006,2006,June,Nigeria,Borno,North East,115031,428,27.94,Rainy,0.37,2
Jun-2006,2006,June,Nigeria,Kwara,North Central,22735,69,9.5,Rainy,0.30,2
Jun-2006,2006,June,Nigeria,Lagos,South West,217032,497,21.3,Rainy,0.23,2
Jun-2006,2006,June,Nigeria,Ogun,South West,104317,261,24.27,Rainy,0.25,2
Jun-2006,2006,June,Nigeria,Rivers,South South,136534,425,27.11,Rainy,0.31,2
Jun-2006,2006,June,Nigeria,Enugu,South East,83872,269,26.55,Rainy,0.32,2
Jul-2006,2006,July,Nigeria,Kano,North West,529703,2360,51.82,Rainy,0.45,3
Jul-2006,2006,July,Nigeria,Kaduna,North West,305365,1423,50.19,Rainy,0.47,3
Jul-2006,2006,July,Nigeria,Borno,North East,165667,851,40.24,Rainy,0.51,3
Jul-2006,2006,July,Nigeria,Kwara,North Central,29539,86,12.35,Rainy,0.29,3
Jul-2006,2006,July,Nigeria,Lagos,South West,294953,841,28.95,Rainy,0.29,3
Jul-2006,2006,July,Nigeria,Ogun,South West,149414,571,34.77,Rainy,0.38,3
Jul-2006,2006,July,Nigeria,Rivers,South South,165041,466,32.77,Rainy,0.28,3
Jul-2006,2006,July,Nigeria,Enugu,South East,109960,361,34.8,Rainy,0.33,3
Aug-2006,2006,August,Nigeria,Kano,North West,569553,1803,55.72,Rainy,0.32,3
Aug-2006,2006,August,Nigeria,Kaduna,North West,293636,1405,48.26,Rainy,0.48,3
Aug-2006,2006,August,Nigeria,Borno,North East,135249,774,32.85,Rainy,0.57,3
Aug-2006,2006,August,Nigeria,Kwara,North Central,28996,105,12.12,Rainy,0.36,3
Aug-2006,2006,August,Nigeria,Lagos,South West,288300,768,28.29,Rainy,0.27,3
Aug-2006,2006,August,Nigeria,Ogun,South West,135923,435,31.63,Rainy,0.32,3
Aug-2006,2006,August,Nigeria,Rivers,South South,188842,655,37.49,Rainy,0.35,3
Aug-2006,2006,August,Nigeria,Enugu,South East,107702,356,34.09,Rainy,0.33,3
Sep-2006,2006,September,Nigeria,Kano,North West,635538,2051,62.17,Rainy,0.32,3
Sep-2006,2006,September,Nigeria,Kaduna,North West,384788,1884,63.24,Rainy,0.49,3
Sep-2006,2006,September,Nigeria,Borno,North East,171505,661,41.66,Rainy,0.39,3
Sep-2006,2006,September,Nigeria,Kwara,North Central,29240,78,12.22,Rainy,0.27,3
Sep-2006,2006,September,Nigeria,Lagos,South West,362209,1109,35.55,Rainy,0.31,3
Sep-2006,2006,September,Nigeria,Ogun,South West,175664,569,40.88,Rainy,0.32,3
Sep-2006,2006,September,Nigeria,Rivers,South South,198710,711,39.45,Rainy,0.36,3
Sep-2006,2006,September,Nigeria,Enugu,South East,129391,555,40.96,Rainy,0.43,3
Oct-2006,2006,October,Nigeria,Kano,North West,668370,3284,65.38,Rainy,0.49,4
Oct-2006,2006,October,Nigeria,Kaduna,North West,345458,1551,56.78,Rainy,0.45,4
Oct-2006,2006,October,Nigeria,Borno,North East,178993,937,43.48,Rainy,0.52,4
Oct-2006,2006,October,Nigeria,Kwara,North Central,29015,86,12.13,Rainy,0.30,4
Oct-2006,2006,October,Nigeria,Lagos,South West,340366,890,33.4,Rainy,0.26,4
Oct-2006,2006,October,Nigeria,Ogun,South West,148655,700,34.59,Rainy,0.47,4
Oct-2006,2006,October,Nigeria,Rivers,South South,190880,645,37.9,Rainy,0.34,4
Oct-2006,2006,October,Nigeria,Enugu,South East,133037,594,42.11,Rainy,0.45,4
Nov-2006,2006,November,Nigeria,Kano,North West,524773,2295,51.33,Dry,0.44,4
Nov-2006,2006,November,Nigeria,Kaduna,North West,345759,1591,56.83,Dry,0.46,4
Nov-2006,2006,November,Nigeria,Borno,North East,130965,557,31.81,Dry,0.43,4
Nov-2006,2006,November,Nigeria,Kwara,North Central,27794,99,11.62,Dry,0.36,4
Nov-2006,2006,November,Nigeria,Lagos,South West,279656,745,27.45,Dry,0.27,4
Nov-2006,2006,November,Nigeria,Ogun,South West,110970,390,25.82,Dry,0.35,4
Nov-2006,2006,November,Nigeria,Rivers,South South,163296,592,32.42,Dry,0.36,4
Nov-2006,2006,November,Nigeria,Enugu,South East,93060,362,29.46,Dry,0.39,4
Dec-2006,2006,December,Nigeria,Kano,North West,467296,1542,45.71,Dry,0.33,4
Dec-2006,2006,December,Nigeria,Kaduna,North West,270493,1022,44.46,Dry,0.38,4
Dec-2006,2006,December,Nigeria,Borno,North East,134474,685,32.66,Dry,0.51,4
Dec-2006,2006,December,Nigeria,Kwara,North Central,24317,69,10.17,Dry,0.28,4
Dec-2006,2006,December,Nigeria,Lagos,South West,262313,637,25.74,Dry,0.24,4
Dec-2006,2006,December,Nigeria,Ogun,South West,115808,376,26.95,Dry,0.32,4
Dec-2006,2006,December,Nigeria,Rivers,South South,145284,505,28.85,Dry,0.35,4
Dec-2006,2006,December,Nigeria,Enugu,South East,84639,321,26.79,Dry,0.38,4
Jan-2007,2007,January,Nigeria,Kano,North West,321782,1541,30.67,Dry,0.48,1
Jan-2007,2007,January,Nigeria,Kaduna,North West,187882,996,30.13,Dry,0.53,1
Jan-2007,2007,January,Nigeria,Borno,North East,76561,321,18.14,Dry,0.42,1
Jan-2007,2007,January,Nigeria,Kwara,North Central,14220,42,5.8,Dry,0.30,1
Jan-2007,2007,January,Nigeria,Lagos,South West,167643,388,16.17,Dry,0.23,1
Jan-2007,2007,January,Nigeria,Ogun,South West,76802,393,17.44,Dry,0.51,1
Jan-2007,2007,January,Nigeria,Rivers,South South,105553,323,20.45,Dry,0.31,1
Jan-2007,2007,January,Nigeria,Enugu,South East,61344,209,18.94,Dry,0.34,1
Feb-2007,2007,February,Nigeria,Kano,North West,378897,2006,36.12,Dry,0.53,1
Feb-2007,2007,February,Nigeria,Kaduna,North West,265542,930,42.58,Dry,0.35,1
Feb-2007,2007,February,Nigeria,Borno,North East,107574,577,25.49,Dry,0.54,1
Feb-2007,2007,February,Nigeria,Kwara,North Central,16833,60,6.87,Dry,0.36,1
Feb-2007,2007,February,Nigeria,Lagos,South West,205805,553,19.85,Dry,0.27,1
Feb-2007,2007,February,Nigeria,Ogun,South West,89911,276,20.41,Dry,0.31,1
Feb-2007,2007,February,Nigeria,Rivers,South South,110940,434,21.49,Dry,0.39,1
Feb-2007,2007,February,Nigeria,Enugu,South East,72755,252,22.47,Dry,0.35,1
Mar-2007,2007,March,Nigeria,Kano,North West,389861,1505,37.16,Dry,0.39,1
Mar-2007,2007,March,Nigeria,Kaduna,North West,246302,899,39.49,Dry,0.36,1
Mar-2007,2007,March,Nigeria,Borno,North East,102210,429,24.22,Dry,0.42,1
Mar-2007,2007,March,Nigeria,Kwara,North Central,16975,72,6.92,Dry,0.42,1
Mar-2007,2007,March,Nigeria,Lagos,South West,187652,438,18.1,Dry,0.23,1
Mar-2007,2007,March,Nigeria,Ogun,South West,77409,298,17.57,Dry,0.38,1
Mar-2007,2007,March,Nigeria,Rivers,South South,111278,419,21.56,Dry,0.38,1
Mar-2007,2007,March,Nigeria,Enugu,South East,68313,209,21.1,Dry,0.31,1
Apr-2007,2007,April,Nigeria,Kano,North West,345683,1323,32.95,Rainy,0.38,2
Apr-2007,2007,April,Nigeria,Kaduna,North West,198785,762,31.87,Rainy,0.38,2
Apr-2007,2007,April,Nigeria,Borno,North East,102045,678,24.18,Rainy,0.66,2
Apr-2007,2007,April,Nigeria,Kwara,North Central,18575,67,7.58,Rainy,0.36,2
Apr-2007,2007,April,Nigeria,Lagos,South West,198827,465,19.17,Rainy,0.23,2
Apr-2007,2007,April,Nigeria,Ogun,South West,80313,291,18.23,Rainy,0.36,2
Apr-2007,2007,April,Nigeria,Rivers,South South,102350,323,19.83,Rainy,0.32,2
Apr-2007,2007,April,Nigeria,Enugu,South East,81535,321,25.18,Rainy,0.39,2
May-2007,2007,May,Nigeria,Kano,North West,347666,1344,33.14,Rainy,0.39,2
May-2007,2007,May,Nigeria,Kaduna,North West,222031,781,35.6,Rainy,0.35,2
May-2007,2007,May,Nigeria,Borno,North East,101488,429,24.05,Rainy,0.42,2
May-2007,2007,May,Nigeria,Kwara,North Central,16103,65,6.57,Rainy,0.40,2
May-2007,2007,May,Nigeria,Lagos,South West,195978,408,18.9,Rainy,0.21,2
May-2007,2007,May,Nigeria,Ogun,South West,85201,306,19.34,Rainy,0.36,2
May-2007,2007,May,Nigeria,Rivers,South South,106671,300,20.66,Rainy,0.28,2
May-2007,2007,May,Nigeria,Enugu,South East,72219,201,22.3,Rainy,0.28,2
Jun-2007,2007,June,Nigeria,Kano,North West,426114,1581,40.62,Rainy,0.37,2
Jun-2007,2007,June,Nigeria,Kaduna,North West,254185,997,40.76,Rainy,0.39,2
Jun-2007,2007,June,Nigeria,Borno,North East,112573,606,26.68,Rainy,0.54,2
Jun-2007,2007,June,Nigeria,Kwara,North Central,20352,67,8.3,Rainy,0.33,2
Jun-2007,2007,June,Nigeria,Lagos,South West,208088,559,20.07,Rainy,0.27,2
Jun-2007,2007,June,Nigeria,Ogun,South West,96123,324,21.82,Rainy,0.34,2
Jun-2007,2007,June,Nigeria,Rivers,South South,114932,422,22.26,Rainy,0.37,2
Jun-2007,2007,June,Nigeria,Enugu,South East,71915,244,22.21,Rainy,0.34,2
Jul-2007,2007,July,Nigeria,Kano,North West,556363,2668,53.04,Rainy,0.48,3
Jul-2007,2007,July,Nigeria,Kaduna,North West,339192,1236,54.39,Rainy,0.36,3
Jul-2007,2007,July,Nigeria,Borno,North East,127555,748,30.23,Rainy,0.59,3
Jul-2007,2007,July,Nigeria,Kwara,North Central,23095,93,9.42,Rainy,0.40,3
Jul-2007,2007,July,Nigeria,Lagos,South West,256439,717,24.73,Rainy,0.28,3
Jul-2007,2007,July,Nigeria,Ogun,South West,114139,348,25.91,Rainy,0.30,3
Jul-2007,2007,July,Nigeria,Rivers,South South,154769,521,29.98,Rainy,0.34,3
Jul-2007,2007,July,Nigeria,Enugu,South East,98290,381,30.35,Rainy,0.39,3
Aug-2007,2007,August,Nigeria,Kano,North West,612269,2254,58.36,Rainy,0.37,3
Aug-2007,2007,August,Nigeria,Kaduna,North West,385457,1339,61.81,Rainy,0.35,3
Aug-2007,2007,August,Nigeria,Borno,North East,180680,1159,42.82,Rainy,0.64,3
Aug-2007,2007,August,Nigeria,Kwara,North Central,27299,118,11.13,Rainy,0.43,3
Aug-2007,2007,August,Nigeria,Lagos,South West,343671,645,33.14,Rainy,0.19,3
Aug-2007,2007,August,Nigeria,Ogun,South West,134568,445,30.55,Rainy,0.33,3
Aug-2007,2007,August,Nigeria,Rivers,South South,215328,918,41.71,Rainy,0.43,3
Aug-2007,2007,August,Nigeria,Enugu,South East,125825,409,38.86,Rainy,0.33,3
Sep-2007,2007,September,Nigeria,Kano,North West,797209,2552,75.99,Rainy,0.32,3
Sep-2007,2007,September,Nigeria,Kaduna,North West,447491,1756,71.75,Rainy,0.39,3
Sep-2007,2007,September,Nigeria,Borno,North East,189265,898,44.85,Rainy,0.47,3
Sep-2007,2007,September,Nigeria,Kwara,North Central,30528,107,12.45,Rainy,0.35,3
Sep-2007,2007,September,Nigeria,Lagos,South West,433563,1138,41.81,Rainy,0.26,3
Sep-2007,2007,September,Nigeria,Ogun,South West,149953,396,34.04,Rainy,0.26,3
Sep-2007,2007,September,Nigeria,Rivers,South South,208512,688,40.39,Rainy,0.33,3
Sep-2007,2007,September,Nigeria,Enugu,South East,143863,469,44.43,Rainy,0.33,3
Oct-2007,2007,October,Nigeria,Kano,North West,671569,3627,64.02,Rainy,0.54,4
Oct-2007,2007,October,Nigeria,Kaduna,North West,369842,1897,59.3,Rainy,0.51,4
Oct-2007,2007,October,Nigeria,Borno,North East,183862,966,43.57,Rainy,0.53,4
Oct-2007,2007,October,Nigeria,Kwara,North Central,32348,150,13.19,Rainy,0.46,4
Oct-2007,2007,October,Nigeria,Lagos,South West,333637,759,32.17,Rainy,0.23,4
Oct-2007,2007,October,Nigeria,Ogun,South West,149476,472,33.93,Rainy,0.32,4
Oct-2007,2007,October,Nigeria,Rivers,South South,194270,563,37.63,Rainy,0.29,4
Oct-2007,2007,October,Nigeria,Enugu,South East,132859,405,41.03,Rainy,0.30,4
Nov-2007,2007,November,Nigeria,Kano,North West,501419,2122,47.8,Dry,0.42,4
Nov-2007,2007,November,Nigeria,Kaduna,North West,277899,1326,44.56,Dry,0.48,4
Nov-2007,2007,November,Nigeria,Borno,North East,130022,845,30.81,Dry,0.65,4
Nov-2007,2007,November,Nigeria,Kwara,North Central,22171,79,9.04,Dry,0.36,4
Nov-2007,2007,November,Nigeria,Lagos,South West,233727,563,22.54,Dry,0.24,4
Nov-2007,2007,November,Nigeria,Ogun,South West,116339,372,26.41,Dry,0.32,4
Nov-2007,2007,November,Nigeria,Rivers,South South,145666,561,28.22,Dry,0.39,4
Nov-2007,2007,November,Nigeria,Enugu,South East,95685,301,29.55,Dry,0.31,4
Dec-2007,2007,December,Nigeria,Kano,North West,393739,1174,37.53,Dry,0.30,4
Dec-2007,2007,December,Nigeria,Kaduna,North West,262278,933,42.06,Dry,0.36,4
Dec-2007,2007,December,Nigeria,Borno,North East,129837,792,30.77,Dry,0.61,4
Dec-2007,2007,December,Nigeria,Kwara,North Central,20609,96,8.41,Dry,0.47,4
Dec-2007,2007,December,Nigeria,Lagos,South West,253935,592,24.49,Dry,0.23,4
Dec-2007,2007,December,Nigeria,Ogun,South West,101112,344,22.95,Dry,0.34,4
Dec-2007,2007,December,Nigeria,Rivers,South South,123144,335,23.85,Dry,0.27,4
Dec-2007,2007,December,Nigeria,Enugu,South East,84837,236,26.2,Dry,0.28,4
Jan-2008,2008,January,Nigeria,Kano,North West,324070,1129,30.1,Dry,0.35,1
Jan-2008,2008,January,Nigeria,Kaduna,North West,188118,552,29.43,Dry,0.29,1
Jan-2008,2008,January,Nigeria,Borno,North East,91072,483,21.06,Dry,0.53,1
Jan-2008,2008,January,Nigeria,Kwara,North Central,15858,54,6.31,Dry,0.34,1
Jan-2008,2008,January,Nigeria,Lagos,South West,165160,451,15.65,Dry,0.27,1
Jan-2008,2008,January,Nigeria,Ogun,South West,77157,317,17.09,Dry,0.41,1
Jan-2008,2008,January,Nigeria,Rivers,South South,91624,294,17.32,Dry,0.32,1
Jan-2008,2008,January,Nigeria,Enugu,South East,60709,232,18.29,Dry,0.38,1
Feb-2008,2008,February,Nigeria,Kano,North West,289715,1079,26.91,Dry,0.37,1
Feb-2008,2008,February,Nigeria,Kaduna,North West,181867,608,28.45,Dry,0.33,1
Feb-2008,2008,February,Nigeria,Borno,North East,83687,338,19.35,Dry,0.40,1
Feb-2008,2008,February,Nigeria,Kwara,North Central,14171,54,5.64,Dry,0.38,1
Feb-2008,2008,February,Nigeria,Lagos,South West,155538,440,14.74,Dry,0.28,1
Feb-2008,2008,February,Nigeria,Ogun,South West,69332,261,15.36,Dry,0.38,1
Feb-2008,2008,February,Nigeria,Rivers,South South,94287,284,17.82,Dry,0.30,1
Feb-2008,2008,February,Nigeria,Enugu,South East,59900,220,18.05,Dry,0.37,1
Mar-2008,2008,March,Nigeria,Kano,North West,352334,1524,32.73,Dry,0.43,1
Mar-2008,2008,March,Nigeria,Kaduna,North West,203628,885,31.86,Dry,0.43,1
Mar-2008,2008,March,Nigeria,Borno,North East,95457,533,22.07,Dry,0.56,1
Mar-2008,2008,March,Nigeria,Kwara,North Central,16718,51,6.65,Dry,0.31,1
Mar-2008,2008,March,Nigeria,Lagos,South West,168041,427,15.92,Dry,0.25,1
Mar-2008,2008,March,Nigeria,Ogun,South West,75288,264,16.68,Dry,0.35,1
Mar-2008,2008,March,Nigeria,Rivers,South South,114707,461,21.68,Dry,0.40,1
Mar-2008,2008,March,Nigeria,Enugu,South East,66699,241,20.09,Dry,0.36,1
Apr-2008,2008,April,Nigeria,Kano,North West,347206,1043,32.25,Rainy,0.30,2
Apr-2008,2008,April,Nigeria,Kaduna,North West,196029,1010,30.67,Rainy,0.52,2
Apr-2008,2008,April,Nigeria,Borno,North East,97559,411,22.56,Rainy,0.42,2
Apr-2008,2008,April,Nigeria,Kwara,North Central,15400,46,6.13,Rainy,0.30,2
Apr-2008,2008,April,Nigeria,Lagos,South West,161350,378,15.29,Rainy,0.23,2
Apr-2008,2008,April,Nigeria,Ogun,South West,72110,248,15.97,Rainy,0.34,2
Apr-2008,2008,April,Nigeria,Rivers,South South,94663,345,17.89,Rainy,0.36,2
Apr-2008,2008,April,Nigeria,Enugu,South East,66185,249,19.94,Rainy,0.38,2
May-2008,2008,May,Nigeria,Kano,North West,304234,1244,28.26,Rainy,0.41,2
May-2008,2008,May,Nigeria,Kaduna,North West,192972,773,30.19,Rainy,0.40,2
May-2008,2008,May,Nigeria,Borno,North East,99528,395,23.01,Rainy,0.40,2
May-2008,2008,May,Nigeria,Kwara,North Central,17404,72,6.93,Rainy,0.41,2
May-2008,2008,May,Nigeria,Lagos,South West,198003,512,18.76,Rainy,0.26,2
May-2008,2008,May,Nigeria,Ogun,South West,78816,217,17.46,Rainy,0.28,2
May-2008,2008,May,Nigeria,Rivers,South South,108811,366,20.56,Rainy,0.34,2
May-2008,2008,May,Nigeria,Enugu,South East,63855,176,19.24,Rainy,0.28,2
Jun-2008,2008,June,Nigeria,Kano,North West,483695,2325,44.93,Rainy,0.48,2
Jun-2008,2008,June,Nigeria,Kaduna,North West,298303,957,46.67,Rainy,0.32,2
Jun-2008,2008,June,Nigeria,Borno,North East,130446,519,30.16,Rainy,0.40,2
Jun-2008,2008,June,Nigeria,Kwara,North Central,21448,76,8.53,Rainy,0.35,2
Jun-2008,2008,June,Nigeria,Lagos,South West,239906,658,22.73,Rainy,0.27,2
Jun-2008,2008,June,Nigeria,Ogun,South West,110290,418,24.43,Rainy,0.38,2
Jun-2008,2008,June,Nigeria,Rivers,South South,139277,367,26.32,Rainy,0.26,2
Jun-2008,2008,June,Nigeria,Enugu,South East,83394,323,25.12,Rainy,0.39,2
Jul-2008,2008,July,Nigeria,Kano,North West,593546,2989,55.14,Rainy,0.50,3
Jul-2008,2008,July,Nigeria,Kaduna,North West,317924,1695,49.74,Rainy,0.53,3
Jul-2008,2008,July,Nigeria,Borno,North East,162101,787,37.48,Rainy,0.49,3
Jul-2008,2008,July,Nigeria,Kwara,North Central,23482,90,9.34,Rainy,0.38,3
Jul-2008,2008,July,Nigeria,Lagos,South West,317298,776,30.07,Rainy,0.24,3
Jul-2008,2008,July,Nigeria,Ogun,South West,131326,329,29.09,Rainy,0.25,3
Jul-2008,2008,July,Nigeria,Rivers,South South,174288,824,32.94,Rainy,0.47,3
Jul-2008,2008,July,Nigeria,Enugu,South East,108736,270,32.76,Rainy,0.25,3
Aug-2008,2008,August,Nigeria,Kano,North West,571278,2747,53.07,Rainy,0.48,3
Aug-2008,2008,August,Nigeria,Kaduna,North West,393725,1502,61.59,Rainy,0.38,3
Aug-2008,2008,August,Nigeria,Borno,North East,184820,1030,42.73,Rainy,0.56,3
Aug-2008,2008,August,Nigeria,Kwara,North Central,30528,115,12.15,Rainy,0.38,3
Aug-2008,2008,August,Nigeria,Lagos,South West,362797,821,34.38,Rainy,0.23,3
Aug-2008,2008,August,Nigeria,Ogun,South West,138077,463,30.58,Rainy,0.34,3
Aug-2008,2008,August,Nigeria,Rivers,South South,189933,524,35.89,Rainy,0.28,3
Aug-2008,2008,August,Nigeria,Enugu,South East,130742,430,39.39,Rainy,0.33,3
Sep-2008,2008,September,Nigeria,Kano,North West,748360,3220,69.52,Rainy,0.43,3
Sep-2008,2008,September,Nigeria,Kaduna,North West,441634,1689,69.09,Rainy,0.38,3
Sep-2008,2008,September,Nigeria,Borno,North East,208125,1214,48.12,Rainy,0.58,3
Sep-2008,2008,September,Nigeria,Kwara,North Central,40897,132,16.27,Rainy,0.32,3
Sep-2008,2008,September,Nigeria,Lagos,South West,427940,702,40.55,Rainy,0.16,3
Sep-2008,2008,September,Nigeria,Ogun,South West,172759,615,38.26,Rainy,0.36,3
Sep-2008,2008,September,Nigeria,Rivers,South South,229016,596,43.28,Rainy,0.26,3
Sep-2008,2008,September,Nigeria,Enugu,South East,165523,547,49.87,Rainy,0.33,3
Oct-2008,2008,October,Nigeria,Kano,North West,802994,2031,74.59,Rainy,0.25,4
Oct-2008,2008,October,Nigeria,Kaduna,North West,469897,2211,73.51,Rainy,0.47,4
Oct-2008,2008,October,Nigeria,Borno,North East,206492,1000,47.74,Rainy,0.48,4
Oct-2008,2008,October,Nigeria,Kwara,North Central,37045,120,14.74,Rainy,0.32,4
Oct-2008,2008,October,Nigeria,Lagos,South West,385920,1020,36.57,Rainy,0.26,4
Oct-2008,2008,October,Nigeria,Ogun,South West,174562,645,38.66,Rainy,0.37,4
Oct-2008,2008,October,Nigeria,Rivers,South South,219103,881,41.41,Rainy,0.40,4
Oct-2008,2008,October,Nigeria,Enugu,South East,163615,410,49.29,Rainy,0.25,4
Nov-2008,2008,November,Nigeria,Kano,North West,475091,1873,44.13,Dry,0.39,4
Nov-2008,2008,November,Nigeria,Kaduna,North West,293081,1389,45.85,Dry,0.47,4
Nov-2008,2008,November,Nigeria,Borno,North East,128047,597,29.6,Dry,0.47,4
Nov-2008,2008,November,Nigeria,Kwara,North Central,21052,83,8.38,Dry,0.39,4
Nov-2008,2008,November,Nigeria,Lagos,South West,262152,788,24.84,Dry,0.30,4
Nov-2008,2008,November,Nigeria,Ogun,South West,104330,378,23.11,Dry,0.36,4
Nov-2008,2008,November,Nigeria,Rivers,South South,131831,510,24.91,Dry,0.39,4
Nov-2008,2008,November,Nigeria,Enugu,South East,93393,299,28.14,Dry,0.32,4
Dec-2008,2008,December,Nigeria,Kano,North West,449399,1898,41.75,Dry,0.42,4
Dec-2008,2008,December,Nigeria,Kaduna,North West,268205,1366,41.96,Dry,0.51,4
Dec-2008,2008,December,Nigeria,Borno,North East,116829,498,27.01,Dry,0.43,4
Dec-2008,2008,December,Nigeria,Kwara,North Central,19205,73,7.64,Dry,0.38,4
Dec-2008,2008,December,Nigeria,Lagos,South West,215947,441,20.46,Dry,0.20,4
Dec-2008,2008,December,Nigeria,Ogun,South West,82139,170,18.19,Dry,0.21,4
Dec-2008,2008,December,Nigeria,Rivers,South South,109461,414,20.69,Dry,0.38,4
Dec-2008,2008,December,Nigeria,Enugu,South East,79521,337,23.96,Dry,0.42,4
Jan-2009,2009,January,Nigeria,Kano,North West,370369,1140,33.53,Dry,0.31,1
Jan-2009,2009,January,Nigeria,Kaduna,North West,189938,821,28.99,Dry,0.43,1
Jan-2009,2009,January,Nigeria,Borno,North East,101786,502,22.96,Dry,0.49,1
Jan-2009,2009,January,Nigeria,Kwara,North Central,15879,57,6.16,Dry,0.36,1
Jan-2009,2009,January,Nigeria,Lagos,South West,197624,504,18.4,Dry,0.26,1
Jan-2009,2009,January,Nigeria,Ogun,South West,80806,266,17.46,Dry,0.33,1
Jan-2009,2009,January,Nigeria,Rivers,South South,99327,358,18.31,Dry,0.36,1
Jan-2009,2009,January,Nigeria,Enugu,South East,69428,196,20.41,Dry,0.28,1
Feb-2009,2009,February,Nigeria,Kano,North West,366921,1358,33.21,Dry,0.37,1
Feb-2009,2009,February,Nigeria,Kaduna,North West,233161,857,35.59,Dry,0.37,1
Feb-2009,2009,February,Nigeria,Borno,North East,99086,472,22.35,Dry,0.48,1
Feb-2009,2009,February,Nigeria,Kwara,North Central,19085,67,7.41,Dry,0.35,1
Feb-2009,2009,February,Nigeria,Lagos,South West,186524,440,17.37,Dry,0.24,1
Feb-2009,2009,February,Nigeria,Ogun,South West,73360,232,15.85,Dry,0.32,1
Feb-2009,2009,February,Nigeria,Rivers,South South,102895,327,18.97,Dry,0.32,1
Feb-2009,2009,February,Nigeria,Enugu,South East,77794,261,22.87,Dry,0.34,1
Mar-2009,2009,March,Nigeria,Kano,North West,403179,1608,36.5,Dry,0.40,1
Mar-2009,2009,March,Nigeria,Kaduna,North West,241788,1034,36.9,Dry,0.43,1
Mar-2009,2009,March,Nigeria,Borno,North East,116103,627,26.19,Dry,0.54,1
Mar-2009,2009,March,Nigeria,Kwara,North Central,19654,67,7.63,Dry,0.34,1
Mar-2009,2009,March,Nigeria,Lagos,South West,208799,556,19.44,Dry,0.27,1
Mar-2009,2009,March,Nigeria,Ogun,South West,91858,294,19.85,Dry,0.32,1
Mar-2009,2009,March,Nigeria,Rivers,South South,124931,429,23.03,Dry,0.34,1
Mar-2009,2009,March,Nigeria,Enugu,South East,90635,282,26.64,Dry,0.31,1
Apr-2009,2009,April,Nigeria,Kano,North West,353377,1345,31.99,Rainy,0.38,2
Apr-2009,2009,April,Nigeria,Kaduna,North West,156281,698,23.85,Rainy,0.45,2
Apr-2009,2009,April,Nigeria,Borno,North East,79423,344,17.91,Rainy,0.43,2
Apr-2009,2009,April,Nigeria,Kwara,North Central,14111,45,5.48,Rainy,0.32,2
Apr-2009,2009,April,Nigeria,Lagos,South West,155055,340,14.44,Rainy,0.22,2
Apr-2009,2009,April,Nigeria,Ogun,South West,69466,190,15.01,Rainy,0.27,2
Apr-2009,2009,April,Nigeria,Rivers,South South,107640,284,19.85,Rainy,0.26,2
Apr-2009,2009,April,Nigeria,Enugu,South East,55064,187,16.18,Rainy,0.34,2
May-2009,2009,May,Nigeria,Kano,North West,423075,1816,38.3,Rainy,0.43,2
